Order ID,Order Date,Region,Customer Name,Product Category,Sub-category,Sales,Quantity,Discount,Profit,Year,Month
ORD-2485,2024-03-12,West,Eric Best,Furniture,Chairs,680.56,7,0.0,173.02,2024,2024-03
ORD-2486,2023-05-19,East,Christopher Bell,Technology,Phones,1471.11,10,0.0,247.45,2023,2023-05
ORD-2487,2022-11-13,West,Matthew Stokes,Furniture,Bookcases,922.9,2,0.1,239.25,2022,2022-11
ORD-2488,2025-02-11,West,Sharon Miller,Office Supplies,Binders,1177.34,4,0.2,267.2,2025,2025-02
ORD-2489,2024-09-25,East,Daniel Lee,Technology,Phones,1242.33,7,0.1,96.81,2024,2024-09
ORD-2490,2023-05-06,East,Bradley Cuevas,Office Supplies,Paper,584.4,2,0.0,157.06,2023,2023-05
ORD-2491,2024-09-03,West,Derrick Willis,Furniture,Tables,1752.86,9,0.0,517.21,2024,2024-09
ORD-2492,2023-06-15,East,Sandra Owens,Office Supplies,Binders,1446.36,7,0.3,89.11,2023,2023-06
ORD-2493,2024-06-23,West,Joanna Newton,Furniture,Tables,1783.35,2,0.1,332.02,2024,2024-06
ORD-2494,2023-01-18,South,Brandon Ortiz,Furniture,Tables,1613.98,8,0.3,243.43,2023,2023-01
ORD-2495,2023-02-24,West,Maurice Smith,Furniture,Tables,1727.67,2,0.0,477.37,2023,2023-02
ORD-2496,2023-12-21,Central,Amanda Roberts,Technology,Accessories,233.33,1,0.1,47.66,2023,2023-12
ORD-2497,2023-08-10,East,Lori Brandt,Technology,Accessories,1133.19,10,0.1,216.93,2023,2023-08
ORD-2498,2024-07-06,East,Adrian Stanley,Furniture,Tables,1725.03,2,0.1,440.79,2024,2024-07
ORD-2499,2024-09-12,East,Kevin Cunningham,Furniture,Bookcases,1421.48,4,0.1,379.28,2024,2024-09
ORD-2500,2023-04-22,East,Madison Griffin,Office Supplies,Binders,717.2,8,0.1,65.78,2023,2023-04
ORD-2501,2023-06-30,South,Kenneth Brown,Furniture,Bookcases,263.13,4,0.1,19.18,2023,2023-06
ORD-2502,2025-04-04,South,Connie Sullivan,Furniture,Bookcases,1624.61,9,0.1,129.61,2025,2025-04
ORD-2503,2023-12-22,South,Darren Walton,Office Supplies,Labels,248.35,5,0.2,54.23,2023,2023-12
ORD-2504,2025-03-30,East,Kimberly Daugherty,Furniture,Tables,1929.23,8,0.0,445.28,2025,2025-03
ORD-2505,2023-07-06,East,Michael Sawyer,Office Supplies,Labels,603.49,7,0.1,147.9,2023,2023-07
ORD-2506,2023-07-23,East,Natalie Harvey,Office Supplies,Storage,1169.97,5,0.3,134.52,2023,2023-07
ORD-2507,2024-03-16,West,Joseph Morris,Furniture,Chairs,356.67,1,0.1,86.51,2024,2024-03
ORD-2508,2023-07-23,West,Michelle Wallace,Office Supplies,Binders,71.69,8,0.3,5.19,2023,2023-07
ORD-2509,2022-06-29,Central,Timothy Walsh,Office Supplies,Storage,1942.16,3,0.3,353.35,2022,2022-06
ORD-2510,2024-01-10,Central,Gregory White,Office Supplies,Binders,1339.83,7,0.0,379.75,2024,2024-01
ORD-2511,2022-09-02,South,Keith Garcia,Technology,Accessories,1342.46,4,0.2,74.94,2022,2022-09
ORD-2512,2023-09-10,South,Kelly Blackwell,Furniture,Tables,820.94,5,0.0,119.79,2023,2023-09
ORD-2513,2024-03-20,West,Eric Gonzalez,Technology,Machines,509.38,3,0.2,23.42,2024,2024-03
ORD-2514,2025-05-10,East,Marie Jefferson,Technology,Copiers,1076.35,1,0.0,105.01,2025,2025-05
ORD-2515,2023-12-26,East,Sean Villegas,Furniture,Tables,624.07,5,0.0,122.83,2023,2023-12
ORD-2516,2023-12-16,East,Richard Nelson,Technology,Machines,712.14,6,0.1,52.18,2023,2023-12
ORD-2517,2023-12-08,East,Victor Rosales,Office Supplies,Labels,1405.53,9,0.2,119.18,2023,2023-12
ORD-2518,2024-12-31,West,Emily Ball,Furniture,Bookcases,1222.34,8,0.3,95.82,2024,2024-12
ORD-2519,2024-06-11,Central,Jesse Ellis,Furniture,Chairs,227.15,9,0.0,44.96,2024,2024-06
ORD-2520,2023-02-04,East,Keith Martin,Furniture,Tables,1574.41,5,0.3,59.3,2023,2023-02
ORD-2521,2023-02-19,Central,Jessica Lee,Office Supplies,Binders,1746.79,6,0.1,161.14,2023,2023-02
ORD-2522,2023-04-24,Central,Ricardo Williams,Office Supplies,Paper,690.9,1,0.2,46.63,2023,2023-04
ORD-2523,2025-04-04,West,Amy Duncan,Technology,Accessories,1860.7,3,0.3,240.83,2025,2025-04
ORD-2524,2025-01-11,East,Lee Schneider,Office Supplies,Binders,1530.17,8,0.0,200.89,2025,2025-01
ORD-2525,2024-12-29,West,Michael Nelson,Furniture,Bookcases,896.85,4,0.0,154.16,2024,2024-12
ORD-2526,2023-11-30,Central,Jimmy Williams,Technology,Phones,965.76,7,0.3,155.71,2023,2023-11
ORD-2527,2023-02-10,East,Donald Massey,Furniture,Chairs,401.04,8,0.2,32.84,2023,2023-02
ORD-2528,2025-01-02,South,Jeffrey Marks,Technology,Copiers,342.03,2,0.1,68.36,2025,2025-01
ORD-2529,2023-02-01,West,Danny Ortiz,Technology,Accessories,259.11,5,0.3,33.37,2023,2023-02
ORD-2530,2023-01-22,Central,Amy Mcneil,Office Supplies,Storage,431.28,1,0.1,50.41,2023,2023-01
ORD-2531,2025-05-10,South,Ivan Anderson,Office Supplies,Binders,576.86,6,0.3,106.74,2025,2025-05
ORD-2532,2024-10-16,South,Karen Bennett,Furniture,Bookcases,1483.73,1,0.0,303.18,2024,2024-10
ORD-2533,2023-05-04,Central,Crystal Lewis,Office Supplies,Paper,1751.71,9,0.0,374.41,2023,2023-05
ORD-2534,2023-11-09,Central,Bob Franklin,Technology,Copiers,141.93,2,0.3,25.97,2023,2023-11
ORD-2535,2023-06-13,South,Anthony Becker,Furniture,Bookcases,1584.18,8,0.3,284.15,2023,2023-06
ORD-2536,2022-11-26,West,Shelly Jackson,Office Supplies,Paper,1031.15,5,0.3,68.05,2022,2022-11
ORD-2537,2024-07-17,West,Christopher Waller,Technology,Machines,665.15,4,0.1,51.28,2024,2024-07
ORD-2538,2025-06-17,Central,Caitlin Lyons,Office Supplies,Storage,392.12,10,0.3,52.63,2025,2025-06
ORD-2539,2023-04-27,East,Laura Phillips,Technology,Accessories,1882.37,9,0.3,228.53,2023,2023-04
ORD-2540,2023-01-22,West,Tammy Wallace,Furniture,Chairs,1197.32,8,0.0,355.12,2023,2023-01
ORD-2541,2023-01-08,West,Anthony Craig,Office Supplies,Labels,1836.64,10,0.1,328.72,2023,2023-01
ORD-2542,2025-02-19,South,Shane Hood,Office Supplies,Labels,817.7,5,0.3,164.0,2025,2025-02
ORD-2543,2024-07-27,East,Clinton Dunn,Furniture,Tables,988.53,5,0.3,147.49,2024,2024-07
ORD-2544,2025-02-17,Central,Scott Williams,Office Supplies,Binders,505.55,7,0.1,59.74,2025,2025-02
ORD-2545,2025-01-22,East,Joseph Martin,Technology,Machines,1235.92,9,0.1,142.92,2025,2025-01
ORD-2546,2024-05-26,West,Jennifer Melendez,Furniture,Chairs,486.21,9,0.2,100.8,2024,2024-05
ORD-2547,2024-05-20,West,Dr. Timothy Simpson,Furniture,Chairs,1200.71,5,0.0,131.35,2024,2024-05
ORD-2548,2024-12-20,East,Kenneth Lawrence,Technology,Copiers,583.69,3,0.3,60.74,2024,2024-12
ORD-2549,2024-01-01,Central,Benjamin Cooper,Office Supplies,Binders,74.39,5,0.0,18.51,2024,2024-01
ORD-2550,2024-01-29,Central,William Medina,Furniture,Chairs,686.84,10,0.1,173.99,2024,2024-01
ORD-2551,2024-07-31,West,Jessica Carpenter,Furniture,Tables,1630.62,4,0.2,359.62,2024,2024-07
ORD-2552,2025-04-16,East,Michael Morgan,Office Supplies,Storage,981.1,4,0.3,130.37,2025,2025-04
ORD-2553,2023-07-03,South,Lisa Bender,Furniture,Bookcases,41.12,9,0.0,11.17,2023,2023-07
ORD-2554,2024-05-15,Central,Daniel Gomez,Furniture,Bookcases,1746.85,10,0.3,65.83,2024,2024-05
ORD-2555,2023-01-19,South,Samantha Turner,Furniture,Bookcases,36.04,9,0.0,6.45,2023,2023-01
ORD-2556,2023-09-20,Central,Emma Mccarty,Furniture,Bookcases,1056.02,1,0.2,63.79,2023,2023-09
ORD-2557,2025-06-08,Central,Alison Powers,Office Supplies,Storage,1904.53,4,0.2,85.43,2025,2025-06
ORD-2558,2024-02-27,South,Carrie Smith,Technology,Accessories,1362.25,1,0.1,103.44,2024,2024-02
ORD-2559,2024-11-14,South,Kevin Bowen,Office Supplies,Paper,61.27,9,0.3,12.34,2024,2024-11
ORD-2560,2025-01-21,Central,Tiffany Allen,Office Supplies,Paper,1876.42,9,0.3,347.83,2025,2025-01
ORD-2561,2023-04-27,South,Dawn Gallagher,Office Supplies,Paper,1999.04,1,0.1,507.04,2023,2023-04
ORD-2562,2023-06-26,Central,David Berry,Furniture,Chairs,1314.62,6,0.3,198.74,2023,2023-06
ORD-2563,2024-06-09,Central,Rebecca Beard,Office Supplies,Labels,701.65,8,0.0,172.36,2024,2024-06
ORD-2564,2024-07-05,Central,Mrs. Heidi Miller MD,Technology,Phones,1261.97,3,0.1,147.55,2024,2024-07
ORD-2565,2025-05-25,West,James Kirby,Technology,Accessories,1881.36,5,0.2,367.53,2025,2025-05
ORD-2566,2023-05-30,West,Joshua Andrews,Furniture,Chairs,1462.04,1,0.1,236.26,2023,2023-05
ORD-2567,2025-03-08,South,Sue Sullivan,Technology,Copiers,939.92,8,0.0,252.19,2025,2025-03
ORD-2568,2023-08-24,West,Luke Williams,Furniture,Tables,18.52,4,0.1,3.52,2023,2023-08
ORD-2569,2025-03-15,Central,Joseph Parker,Furniture,Bookcases,632.88,10,0.1,33.24,2025,2025-03
ORD-2570,2024-01-21,East,Anthony Wilson,Furniture,Bookcases,514.14,5,0.2,121.18,2024,2024-01
ORD-2571,2024-01-09,South,Robert Bryan,Office Supplies,Binders,343.03,6,0.1,47.35,2024,2024-01
ORD-2572,2023-03-01,Central,Christine Williams,Furniture,Bookcases,1732.82,4,0.0,470.94,2023,2023-03
ORD-2573,2024-12-06,South,Jeffrey Everett,Office Supplies,Storage,733.58,3,0.0,205.87,2024,2024-12
ORD-2574,2022-07-14,West,Javier Mcgee II,Technology,Accessories,586.1,10,0.3,101.83,2022,2022-07
ORD-2575,2024-09-23,East,Sierra Arias,Furniture,Chairs,1312.62,10,0.2,144.71,2024,2024-09
ORD-2576,2024-11-13,Central,Natalie Black,Technology,Copiers,620.55,9,0.2,120.65,2024,2024-11
ORD-2577,2023-07-02,East,Alexandra Briggs,Furniture,Tables,21.37,5,0.1,3.48,2023,2023-07
ORD-2578,2024-05-09,South,Stephanie Lyons,Technology,Copiers,13.11,3,0.2,1.11,2024,2024-05
ORD-2579,2023-11-21,West,Kristin Cantrell,Furniture,Chairs,339.23,5,0.3,23.83,2023,2023-11
ORD-2580,2024-10-17,East,Amber Davis,Technology,Copiers,537.67,7,0.0,80.15,2024,2024-10
ORD-2581,2022-11-22,South,Christopher Lee,Technology,Copiers,193.26,5,0.1,32.62,2022,2022-11
ORD-2582,2023-02-03,South,Christina Vargas,Furniture,Tables,1157.65,2,0.0,297.84,2023,2023-02
ORD-2583,2023-10-24,East,Samuel Dixon,Office Supplies,Storage,322.72,1,0.1,32.86,2023,2023-10
ORD-2584,2024-09-01,West,Kelly Brown,Office Supplies,Binders,409.23,7,0.2,96.3,2024,2024-09
ORD-2585,2025-03-14,South,Hunter Skinner,Technology,Accessories,910.0,8,0.0,177.02,2025,2025-03
ORD-2586,2024-07-16,Central,Rhonda Johnson,Office Supplies,Binders,578.56,8,0.2,99.34,2024,2024-07
ORD-2587,2024-04-18,East,Alisha Rodriguez,Office Supplies,Binders,816.65,6,0.3,56.56,2024,2024-04
ORD-2588,2024-10-06,West,Terry Bailey,Technology,Phones,1540.7,5,0.3,276.53,2024,2024-10
ORD-2589,2022-08-14,East,Denise Robinson,Office Supplies,Binders,584.87,6,0.2,23.57,2022,2022-08
ORD-2590,2024-08-23,South,Lance Simmons,Office Supplies,Binders,1631.99,5,0.3,243.85,2024,2024-08
ORD-2591,2025-04-15,East,Vincent Alvarado,Office Supplies,Storage,162.17,4,0.0,25.52,2025,2025-04
ORD-2592,2023-11-21,Central,Kristina White,Office Supplies,Binders,133.23,7,0.0,39.36,2023,2023-11
ORD-2593,2023-07-07,South,Jean Ray,Technology,Machines,795.14,6,0.1,208.75,2023,2023-07
ORD-2594,2023-05-01,Central,Autumn Johnston,Furniture,Tables,780.24,6,0.0,146.17,2023,2023-05
ORD-2595,2022-08-26,East,Joseph Young,Furniture,Chairs,231.88,6,0.3,32.06,2022,2022-08
ORD-2596,2022-09-12,Central,Jason Spence,Office Supplies,Paper,1585.64,7,0.1,255.67,2022,2022-09
ORD-2597,2025-06-16,South,Patrick Burch,Technology,Machines,328.94,9,0.3,45.0,2025,2025-06
ORD-2598,2024-03-21,East,Rebecca Moreno,Furniture,Tables,1728.35,8,0.2,209.46,2024,2024-03
ORD-2599,2022-12-02,Central,Jane Montgomery,Technology,Accessories,13.96,8,0.2,1.42,2022,2022-12
ORD-2600,2022-07-09,West,Tyler Wilson,Furniture,Bookcases,881.72,1,0.2,65.04,2022,2022-07
ORD-2601,2024-12-17,South,Heather Luna,Technology,Accessories,1560.35,6,0.3,58.68,2024,2024-12
ORD-2602,2024-06-26,South,James Wagner,Office Supplies,Binders,1432.09,6,0.3,205.52,2024,2024-06
ORD-2603,2023-09-21,South,Valerie Robertson,Technology,Phones,1714.36,4,0.3,98.87,2023,2023-09
ORD-2604,2024-12-10,East,Chad Kelly,Technology,Machines,825.01,7,0.0,163.07,2024,2024-12
ORD-2605,2023-10-31,West,Lisa Schmidt,Office Supplies,Storage,189.2,2,0.3,16.45,2023,2023-10
ORD-2606,2024-08-24,East,Angela Green,Technology,Accessories,741.82,1,0.0,211.25,2024,2024-08
ORD-2607,2025-01-29,West,Tristan Carr,Technology,Phones,1516.41,9,0.2,135.34,2025,2025-01
ORD-2608,2023-11-21,South,William Carey,Furniture,Bookcases,706.05,8,0.1,44.21,2023,2023-11
ORD-2609,2024-02-21,West,Monica Schmidt,Furniture,Chairs,1983.8,10,0.1,457.72,2024,2024-02
ORD-2610,2023-07-12,East,Jerome Marshall,Office Supplies,Paper,1705.21,10,0.0,452.06,2023,2023-07
ORD-2611,2025-04-06,South,Daniel Johnson,Furniture,Chairs,1928.74,10,0.3,86.05,2025,2025-04
ORD-2612,2022-09-17,Central,Kaylee Collins,Furniture,Chairs,1583.75,1,0.1,354.49,2022,2022-09
ORD-2613,2022-09-18,West,Kathy Rivera,Office Supplies,Binders,226.28,7,0.2,45.33,2022,2022-09
ORD-2614,2024-12-22,South,Alfred Stewart,Furniture,Tables,1012.15,7,0.3,64.38,2024,2024-12
ORD-2615,2023-06-21,West,Rachael Francis,Technology,Copiers,1870.54,9,0.0,367.66,2023,2023-06
ORD-2616,2024-09-21,West,Mr. Jason Beck,Furniture,Tables,1467.78,8,0.2,305.11,2024,2024-09
ORD-2617,2025-05-06,West,Terry Walter,Furniture,Chairs,263.54,4,0.3,36.37,2025,2025-05
ORD-2618,2024-12-17,East,Arthur Paul,Office Supplies,Binders,1252.49,7,0.0,119.51,2024,2024-12
ORD-2619,2024-06-16,West,Billy Joseph,Office Supplies,Paper,95.53,7,0.2,4.53,2024,2024-06
ORD-2620,2023-09-15,South,Kevin Murphy,Furniture,Tables,399.57,10,0.0,57.09,2023,2023-09
ORD-2621,2024-08-24,West,Julia Glenn,Technology,Machines,276.95,2,0.2,19.53,2024,2024-08
ORD-2622,2025-05-10,East,Christian Mcneil,Office Supplies,Storage,562.83,7,0.3,56.29,2025,2025-05
ORD-2623,2023-11-26,West,Kevin Kirk,Technology,Phones,1147.7,9,0.2,258.07,2023,2023-11
ORD-2624,2025-02-06,South,Wendy Smith,Office Supplies,Paper,1727.42,4,0.3,320.97,2025,2025-02
ORD-2625,2022-09-17,East,Kathryn Key,Furniture,Tables,1431.1,3,0.2,73.22,2022,2022-09
ORD-2626,2025-04-10,South,Ricardo Baker,Office Supplies,Storage,456.76,1,0.2,21.65,2025,2025-04
ORD-2627,2022-07-15,Central,Daniel Collier,Technology,Copiers,1488.01,7,0.3,192.48,2022,2022-07
ORD-2628,2023-02-16,East,Michael Berg,Office Supplies,Paper,190.5,2,0.1,45.21,2023,2023-02
ORD-2629,2023-12-12,East,Matthew Fitzgerald,Furniture,Tables,217.59,9,0.2,45.53,2023,2023-12
ORD-2630,2024-07-06,Central,Eric Myers,Office Supplies,Paper,1494.84,4,0.0,305.03,2024,2024-07
ORD-2631,2023-03-10,East,Andrea Young,Office Supplies,Storage,1870.57,3,0.2,349.16,2023,2023-03
ORD-2632,2023-05-02,East,Mark Ellis,Technology,Phones,1704.8,1,0.0,170.68,2023,2023-05
ORD-2633,2022-11-12,South,Randall Kelly,Technology,Phones,1843.36,6,0.1,111.63,2022,2022-11
ORD-2634,2023-07-15,East,Christy Costa,Office Supplies,Paper,1918.6,9,0.2,89.55,2023,2023-07
ORD-2635,2023-11-30,West,Tiffany Allen,Technology,Accessories,677.66,10,0.3,111.56,2023,2023-11
ORD-2636,2022-09-04,East,Amanda Perez,Furniture,Bookcases,860.43,5,0.1,81.64,2022,2022-09
ORD-2637,2024-06-16,East,Julie Castillo,Technology,Copiers,1122.55,2,0.2,61.82,2024,2024-06
ORD-2638,2023-05-04,East,Deborah Ibarra,Office Supplies,Paper,1002.87,5,0.0,218.25,2023,2023-05
ORD-2639,2023-10-24,East,Mrs. Shannon Lopez,Furniture,Bookcases,1378.67,5,0.3,186.81,2023,2023-10
ORD-2640,2024-05-11,Central,Raymond Harris,Furniture,Tables,1718.77,10,0.0,452.69,2024,2024-05
ORD-2641,2025-05-03,Central,Dorothy White,Technology,Accessories,1349.6,1,0.3,262.68,2025,2025-05
ORD-2642,2023-10-09,Central,Steven Vang,Furniture,Tables,752.43,9,0.0,59.47,2023,2023-10
ORD-2643,2023-01-17,East,Jesse Simmons,Office Supplies,Storage,780.96,4,0.2,114.72,2023,2023-01
ORD-2644,2023-06-18,West,John Bentley,Furniture,Tables,625.88,9,0.0,97.72,2023,2023-06
ORD-2645,2023-01-08,South,Amanda Payne,Office Supplies,Paper,1751.13,4,0.1,360.52,2023,2023-01
ORD-2646,2023-04-15,Central,Emily Alvarez DDS,Office Supplies,Paper,1614.57,10,0.0,240.18,2023,2023-04
ORD-2647,2023-03-28,East,Rebecca Mcdowell,Furniture,Chairs,1194.97,6,0.0,256.15,2023,2023-03
ORD-2648,2023-10-17,East,Sarah Clark,Furniture,Tables,979.76,5,0.0,195.1,2023,2023-10
ORD-2649,2025-06-07,Central,Sarah Robinson,Office Supplies,Labels,768.99,5,0.0,54.41,2025,2025-06
ORD-2650,2024-09-16,East,Rachel Figueroa,Technology,Copiers,278.64,4,0.3,39.38,2024,2024-09
ORD-2651,2025-02-13,South,Jessica Cook,Furniture,Tables,1767.56,8,0.1,435.82,2025,2025-02
ORD-2652,2025-05-05,East,Gary Gray,Furniture,Bookcases,215.42,6,0.2,32.18,2025,2025-05
ORD-2653,2024-05-26,South,Ryan Cameron,Furniture,Tables,1097.84,2,0.2,99.76,2024,2024-05
ORD-2654,2025-01-30,East,Lauren Powell,Furniture,Tables,401.73,10,0.1,51.49,2025,2025-01
ORD-2655,2024-11-01,Central,Carlos Perry,Technology,Machines,1239.91,7,0.1,200.94,2024,2024-11
ORD-2656,2025-04-06,South,Alicia Wheeler,Furniture,Chairs,1528.97,3,0.1,397.86,2025,2025-04
ORD-2657,2023-08-18,West,Mr. James Newman,Technology,Phones,1546.67,7,0.1,335.49,2023,2023-08
ORD-2658,2022-11-23,West,Anthony Ford,Furniture,Chairs,1009.96,1,0.3,144.27,2022,2022-11
ORD-2659,2023-05-03,East,Lori Dominguez,Technology,Accessories,869.28,9,0.0,63.97,2023,2023-05
ORD-2660,2022-08-04,East,Brian Roberts,Technology,Machines,48.58,10,0.1,8.14,2022,2022-08
ORD-2661,2023-03-22,West,Tiffany Huber,Technology,Phones,1674.49,1,0.0,454.45,2023,2023-03
ORD-2662,2024-05-21,East,Tracy Warner,Office Supplies,Storage,657.58,10,0.3,49.85,2024,2024-05
ORD-2663,2024-10-12,South,Cathy Mckenzie,Furniture,Chairs,910.5,2,0.0,217.71,2024,2024-10
ORD-2664,2024-12-24,South,John Myers,Furniture,Chairs,1986.53,3,0.1,297.01,2024,2024-12
ORD-2665,2025-02-11,East,Shane Burns,Technology,Phones,537.16,7,0.2,95.49,2025,2025-02
ORD-2666,2023-08-08,West,Maria Meyer,Technology,Phones,1095.05,9,0.0,298.32,2023,2023-08
ORD-2667,2022-07-21,Central,Lori Norman,Furniture,Bookcases,65.36,10,0.2,11.58,2022,2022-07
ORD-2668,2023-02-17,South,Stacey Gomez,Furniture,Chairs,832.01,9,0.3,164.5,2023,2023-02
ORD-2669,2024-11-29,East,John Alvarado,Technology,Machines,1091.77,2,0.3,77.28,2024,2024-11
ORD-2670,2023-09-25,West,Catherine Scott,Furniture,Bookcases,550.75,2,0.1,65.28,2023,2023-09
ORD-2671,2023-01-24,West,Heather Ballard,Furniture,Bookcases,513.14,8,0.3,70.29,2023,2023-01
ORD-2672,2024-10-17,South,Ellen Thomas,Office Supplies,Labels,767.83,2,0.2,87.51,2024,2024-10
ORD-2673,2023-01-20,East,Stefanie Daniels,Technology,Accessories,1719.14,3,0.1,347.53,2023,2023-01
ORD-2674,2023-12-23,Central,Natalie Ferguson,Office Supplies,Storage,1113.45,9,0.2,259.3,2023,2023-12
ORD-2675,2025-04-21,East,Willie Lewis,Office Supplies,Labels,1861.36,9,0.3,340.0,2025,2025-04
ORD-2676,2024-07-20,West,Joyce Tapia,Technology,Copiers,282.31,4,0.2,45.29,2024,2024-07
ORD-2677,2023-12-13,East,Brittany Reyes DDS,Furniture,Chairs,718.26,10,0.1,162.31,2023,2023-12
ORD-2678,2024-12-05,South,Victoria Hodge,Technology,Machines,1806.56,8,0.1,85.25,2024,2024-12
ORD-2679,2023-03-04,West,Daniel Holt,Furniture,Tables,896.24,7,0.3,97.73,2023,2023-03
ORD-2680,2022-10-08,West,Shannon Blankenship,Furniture,Chairs,1497.45,7,0.1,115.03,2022,2022-10
ORD-2681,2022-10-16,West,Juan Pierce,Technology,Accessories,1518.66,8,0.1,153.28,2022,2022-10
ORD-2682,2023-06-30,East,Kimberly Adams,Furniture,Chairs,38.04,2,0.0,8.07,2023,2023-06
ORD-2683,2024-09-09,West,Christian Owens,Office Supplies,Paper,1728.17,6,0.3,198.29,2024,2024-09
ORD-2684,2022-07-07,East,Stephen Martinez,Furniture,Tables,1719.54,2,0.1,309.36,2022,2022-07
ORD-2685,2023-10-29,East,Chase Garcia,Technology,Machines,634.47,5,0.1,98.88,2023,2023-10
ORD-2686,2022-11-07,South,Paula Wilkinson,Technology,Phones,850.92,7,0.2,169.54,2022,2022-11
ORD-2687,2025-04-11,East,Samantha Smith,Technology,Copiers,803.35,5,0.1,131.49,2025,2025-04
ORD-2688,2022-10-15,South,Bradley Moon,Office Supplies,Binders,1640.09,8,0.3,228.08,2022,2022-10
ORD-2689,2023-07-16,Central,Chelsey Welch,Furniture,Tables,638.35,6,0.2,128.19,2023,2023-07
ORD-2690,2024-04-03,South,Amy Foster,Furniture,Chairs,273.18,1,0.3,20.63,2024,2024-04
ORD-2691,2024-08-29,East,Mason Marshall,Furniture,Chairs,1572.94,8,0.2,255.68,2024,2024-08
ORD-2692,2024-08-29,South,Margaret Cook,Technology,Machines,251.44,3,0.3,49.7,2024,2024-08
ORD-2693,2022-10-25,West,Fred Carter,Office Supplies,Paper,1869.37,9,0.2,410.88,2022,2022-10
ORD-2694,2024-03-04,Central,Frederick Matthews,Furniture,Chairs,1458.51,4,0.1,238.32,2024,2024-03
ORD-2695,2024-05-29,South,Robert Johnson,Furniture,Bookcases,518.04,3,0.3,39.26,2024,2024-05
ORD-2696,2024-01-20,West,Lisa Hogan,Furniture,Tables,707.56,9,0.3,115.02,2024,2024-01
ORD-2697,2023-03-05,South,Stephen Williams,Office Supplies,Storage,1522.77,2,0.1,316.67,2023,2023-03
ORD-2698,2024-10-09,South,Craig Ramirez,Office Supplies,Binders,1429.35,4,0.3,110.66,2024,2024-10
ORD-2699,2024-06-09,West,Christine Barber,Furniture,Tables,1170.39,3,0.0,102.86,2024,2024-06
ORD-2700,2022-07-17,West,Michael Moran,Office Supplies,Binders,1796.02,5,0.0,376.19,2022,2022-07
ORD-2701,2023-04-07,South,Jean Travis,Furniture,Tables,550.26,6,0.2,70.8,2023,2023-04
ORD-2702,2022-08-19,Central,Robert Erickson,Office Supplies,Storage,1086.39,10,0.1,55.86,2022,2022-08
ORD-2703,2022-07-12,South,Jennifer Haney,Office Supplies,Paper,115.23,10,0.1,7.95,2022,2022-07
ORD-2704,2023-02-10,East,Diana Larson,Office Supplies,Labels,647.94,6,0.1,40.98,2023,2023-02
ORD-2705,2023-02-25,Central,Heather Parker,Office Supplies,Labels,1687.52,10,0.0,402.86,2023,2023-02
ORD-2706,2023-07-20,South,Jessica Brewer,Office Supplies,Binders,1626.57,6,0.0,146.12,2023,2023-07
ORD-2707,2023-02-24,Central,Charles Noble,Furniture,Tables,604.79,2,0.0,35.31,2023,2023-02
ORD-2708,2025-03-13,East,Dominique Baxter,Furniture,Chairs,1266.93,6,0.0,163.6,2025,2025-03
ORD-2709,2024-06-14,East,Bruce Snyder,Furniture,Tables,1369.92,9,0.3,110.81,2024,2024-06
ORD-2710,2024-01-01,South,Jeremy Silva,Technology,Phones,1889.15,7,0.3,134.11,2024,2024-01
ORD-2711,2023-04-26,Central,Heidi Taylor,Technology,Accessories,1736.34,6,0.3,357.81,2023,2023-04
ORD-2712,2023-05-14,East,Stephen Christensen,Office Supplies,Paper,1853.37,1,0.1,495.65,2023,2023-05
ORD-2713,2025-01-06,South,Rachel Stokes,Furniture,Bookcases,400.85,10,0.1,18.84,2025,2025-01
ORD-2714,2022-11-17,West,Juan Cox,Technology,Copiers,92.88,8,0.0,7.17,2022,2022-11
ORD-2715,2025-04-27,East,Tina Berry,Technology,Accessories,1278.18,10,0.2,63.46,2025,2025-04
ORD-2716,2023-04-27,East,Bobby Wheeler,Office Supplies,Labels,574.35,6,0.1,133.37,2023,2023-04
ORD-2717,2024-11-02,East,Matthew Diaz,Technology,Phones,595.76,4,0.3,78.47,2024,2024-11
ORD-2718,2024-07-11,East,Michael Serrano,Technology,Machines,583.24,2,0.0,139.59,2024,2024-07
ORD-2719,2023-12-06,Central,Duane Owens,Furniture,Tables,1445.49,10,0.1,180.74,2023,2023-12
ORD-2720,2023-12-21,Central,Alexandra Short,Furniture,Bookcases,245.96,9,0.2,28.15,2023,2023-12
ORD-2721,2023-01-02,Central,Jessica Mason,Office Supplies,Labels,219.2,10,0.2,12.2,2023,2023-01
ORD-2722,2023-08-04,East,Jason Rivera,Furniture,Bookcases,1853.46,9,0.3,268.39,2023,2023-08
ORD-2723,2022-11-24,West,Phillip Oconnor,Technology,Accessories,1155.84,5,0.1,250.33,2022,2022-11
ORD-2724,2023-01-09,West,Tina Butler,Office Supplies,Storage,1037.97,3,0.2,207.33,2023,2023-01
ORD-2725,2024-06-30,South,Laura Garcia,Technology,Machines,1697.6,3,0.1,262.53,2024,2024-06
ORD-2726,2023-01-04,South,John Estrada,Technology,Copiers,1512.71,4,0.0,381.38,2023,2023-01
ORD-2727,2024-10-12,West,Andres Johnson,Technology,Machines,1334.62,7,0.3,199.62,2024,2024-10
ORD-2728,2023-04-01,South,Monica Bond,Furniture,Bookcases,492.55,4,0.3,38.56,2023,2023-04
